product_id,title,brand,category,description
0594477670,Barnes &amp; Noble NOOK Color &amp; Tablet Anti-Glare Screen Protector Film Kit,Barnes &amp; Noble,Screen Protector Foils > Electronics > Digital Camera Accessories > Accessories > Camera &amp; Photo,"If you frequently use your NOOK Color or Nook Tablet outdoors or in direct sunlight, the Anti-Glare Film Kit is an excellent way to improve the visibility of your screen. It has a specially formulated matte finish that resists both glare and fingerprints; it also protects your screen against scratches, dust, and dirt. Easy to apply and remove, the film leaves no residue on LCD screens. The kit contains 2 pieces of clear film and a microfiber cloth with an imprinted logo. Kit contains 2 pieces of clear protective film and a microfiber cloth Suitable for NOOK Color or Nook Tablet only Instructions included Best for use outdoors or in sunlight Designed for Barnes &amp;amp; Noble"
0594545811,Barnes &amp; Noble Nook HD Groovy Stand in Violet 9780594545811,Nook,"Cases > Electronics > Bags, Cases &amp; Sleeves > Computers &amp; Accessories > Tablet Accessories","BARNES &amp; NOBLE NOOK HD GROOVY STAND IN VIOLET 7"" Suggested retail $34.95"
0594513189,NOOK HD 7&quot; Cover - Lautner Cover (Dark Fuchsia),Nook,eBook Readers & Accessories > Electronics > Covers,
0594511488,Nook Vara Stylus: Red,Barnes &amp; Noble,Tablet Accessories > Computers &amp; Accessories > Electronics,
0594513987,Nook HD The New Yorker Hallway Protective Cover,Nook,eBook Readers & Accessories > Electronics > Covers,"By exclusive arrangement with The New Yorker, this design reproduces one of the magazine's classic covers, created by Charles E. Martin in 1969. The image is printed on durable cotton canvas, and the cover is lined with a soft sueded material. A handy slide pocket bears a woven New Yorker/NOOK logo patch, and a printed ""n"" logo adds an appealing accent to the back cover. A sturdy 3-point talon clip holds your NOOK HD securely in place while allowing easy access to all functions. Dimensions: 5.75"" x 8"" x 1"" Coated canvas exterior, sueded lining Suitable for NOOK HD only"
0594513324,"NOOK HD 7"" Cover - Seaton Cover (Forest)",Barnes and Noble,"Cases > Electronics > Bags, Cases &amp; Sleeves > Computers &amp; Accessories > Tablet Accessories",
0594626757,Barnes and Noble 2-Way Stand Cover 7 inches - Emerald,Barnes & Noble,eBook Readers & Accessories > Electronics > Covers,Barnes & Noble 2-Way Stand Cover 7 inches. Made for Samsung Galaxy Tab 4 Nook. Portrait viewing angle. Landscape viewing with multiple viewing angles. Secure closure with elastic band. Durable premium material for extra protection. Emerald color
0594549566,Barnes &amp; Noble Jonathan Adler Nook HD Tablet Cover Case Floral,Barnes &amp; Noble,"Cases > Electronics > Bags, Cases &amp; Sleeves > Computers &amp; Accessories > Tablet Accessories","Jonathan Adler's Happy Chic collection combines exuberant design with exceptional value. In the Mod Floral Cover, the iconic designer brings his wit and flair to the world of e-reading. The bright pattern, adding a modern look to a traditional floral motif, is printed on durable cotton canvas and runs across the front and back of the case. The interior is lined with natural canvas and features a handy ID window -- a ""Happy Chic"" logo tab and ""This NOOK belongs to"" label add colorful accents, and a convenient 3-point mechanism makes it easy to secure and remove your NOOK HD."
0594643058,Desktop Dock for Samsung Galaxy Tab 4,Samsung,Tablet Accessories > Computers &amp; Accessories > Electronics > Chargers &amp; Adapters,"The Desktop Dock is the perfect solution for hands-free use of your tablet. Made of sturdy molded plastic, it has rubberized pads on the bottom to ensure stability on your desktop. When connected to your computer's USB port, it enables you to charge the tablet while surfing the Web, reading a book, checking your email, or watching a movie, all at the most comfortable angle. It also has a standard 3.5mm stereo audio output for connecting to an external speaker or your home stereo system. Dimensions: 4.1""W x 1.8""H x 3.8""D Weight: 5.9 oz. Connections: 5-pin micro-USB type B; audio line-out; mini-phone stereo 3.5 mm. Cable not included Suitable for Samsung GALAXY Tab 4 nook, GALAXY Pro 8.4, GALAXY Pro 10.1 Imported"
0594482550,"Barnes &amp; Noble NOOK HD+ 9 inch Protective 360 Stand Cover, Black",Barnes &amp; Noble,"Cases > Electronics > Bags, Cases &amp; Sleeves > Computers &amp; Accessories > Tablet Accessories",Protects and keeps your NOOK HD+ 9 Inch upright.
0594484316,Jonathan Adler Nook Protective Cover - Cards Cover - Fits 9 Inch Nook HD+ (PLUS),Barnes &amp; Noble,"Cases > Electronics > Bags, Cases &amp; Sleeves > Computers &amp; Accessories > Tablet Accessories",Classic Adler design for your Nook!
059454582X,Groovy Stand in Crimson Color For Barnes &amp; Noble NOOK HD 9780594545828,Barnes &amp; Noble,"Cases > Electronics > Bags, Cases &amp; Sleeves > Computers &amp; Accessories > Tablet Accessories",
0597184054,SCM Microsystems SCR338 USB Smart Card Keyboard,Scm Microsystems,"Electronics > Computers &amp; Accessories > Keyboards, Mice &amp; Accessories > Computer Accessories &amp; Peripherals > Keyboards","The SCR338 is part of the SCR33x product family based on SCM Microsystems' STC II micro controller. This device leverages the experience and scale realized by volume shipments of similar STC II based PC peripherals to offer a cost-effective, single-chip solution. The SCR338 supports secure PIN entry, which means, PIN authentication without transmitting the PIN to the host system. In addition, the SCR338 is the industry's first to offer on-board flash. This enables future firmware and application enhancements that guarantee against obsolescence. The SCR338 offers the best price/performance ratio in the market."
0615421881,IPAflashcards: The International Phonetic Alphabet. Mastered.,Kellie Kalish. M.A.,Camera & Photo > Electronics,"Book by Minokidowinan Language Resources LLC, Kellie Kalish"
0615625096,Passing the Nevada Math Proficiency Exam,Foresta Math,Telephone Accessories > Electronics > Accessories &amp; Supplies,"This book was written to help students pass the Nevada Math High School Proficiency Exam.  It contains instructions and multiple choice problems covering the following the five content clusters of the five content standards: Numbers and Operations, Algebra, Measurement, Geometry, and Data Analysis.  At the beginning of each cluster is an explanation of how students will be assessed.

Every student in Nevada must pass the exam to receive a high school diploma.  Students will take the  NHSPE  for the first time the Spring of their sophomore year.  A student will have the opportunity to retake the exam in the Fall and Spring of their junior year if a passing score is not achieved.  Should a passing score still not be achieved, then he or she should be placed in a Math Applications course as a Senior, and students will have three more opportunities to pass the exam are given before graduation. 

Every test given by the school district is different, but  every test always contains 60 questions from five content clusters.  The test will include 9 Numbers and Operations questions, 17 Algebra questions, 9 Measurement questions, 10 Geometry questions and 15 Data Analysis questions. Currently the passing score for a student is a raw score of 242 out of 500 points.  This equates to approximately 27 to 31 questions correct out of 60 total questions. Every exam is different, but is based of a statistical formula.  The score is expected to rise from 242 to 300 for students graduating in 2013.  Students graduating in 2017 or later will not be required to pass the NHSPE  but will be required to pass new Common Core Exams."
0692056343,"Emergency and Critical Care Drug and Medication Reference Card for Nurses, Doctors, Residents and Other Medical Providers",Hospital Procedures Consultants,Office Electronics Accessories > Electronics > Accessories &amp; Supplies,"A must-have for any medical professional spending time in the ER, ICU and medical/surgical floors. Created by a critical care/emergency medicine physician and a critical care pharmacist for residents, attendings, and advanced practice providers, but quickly adopted by medical students, nurses and pharmacists as well. Designed to cognitively offload critical medication dosing during high stress situations while caring for the acutely ill patient. The trifold design is optimally sized to fit in the pockets of scrubs, button-up shirts, or lab coats for immediate access."
073530498X,Vintage Camera Photo Album,Visit Amazon's Galison Page,Lighting &amp; Studio > Electronics > Camera &amp; Photo, 
0743608801,"Maptech Waterproof Maps: Puget Sound, Number 100",Maptech,Car &amp; Vehicle Electronics > Electronics,"Puget Sound, 4th Edition

Covers the entire sound. Featuring waypoints for major buoys and channels, pre-plotted courses and distances, public boat launch locations, and state park information. Approximate Scale 1:106,600 with insets.  "
0743610911,Maptech Long Island Sound WPB032504,Maptech,Marine Electronics > Car &amp; Vehicle Electronics > Electronics > Marine GPS Chartplotters,"Detailed coverage of the entire Long Island Sound from Throgs Neck to Block Island and Point Judith. 45 chart pages. GPS waypoints, Lat./Long. grids, courses, ramps and marinas. 12"" x 17""  "
0743611098,Maptech CGFL-05 Embassy Cruising Guide Florida,Maptech,Marine Electronics > Car &amp; Vehicle Electronics > Electronics > Marine GPS Accessories,"Complete coverage of Floridas East Coast, Gulf Coast to Mobile, AL, the Florida Keys, the Okeechobee Waterway, and a planning guide and facility listing for the Bahamas. Features detailed navigation advice, aerial photos, destination and dining tips, comprehensive bridge tables, GPS waypoints, and detailed listings for 1,300 marine facilities. 560 pages.  "
0756028566,"Sing, Dance, Laugh and Eat Tacos Set of 3 CDs",Teacher's Discovery,Blank Media > Electronics > Accessories &amp; Supplies,"Fun recordings of Spanish songs that make learning Spanish fun. Songs cover animals, body parts, days of the week, family, clothing, grammar, reflexive verbs and more. Lyric books sold separately. Beginning level."
0758593759,Direct TV Access Card (no receiver) Sold As A Souvenir Only,Direct TV,Television &amp; Video > Satellite Television > Electronics,Directv Access Card
0777700018,"65W/90W DC Car Charger for Dell Inspiron, Latitude, Studio, Vostro &amp; XPS Laptops (Lifetime Warranty, Bulk Packaging)",Gator Crunch,Chargers &amp; Adapters > Computers &amp; Accessories > Laptop Accessories > Electronics,
0783428006,Geochron World Watch,Geochron,Computers &amp; Accessories > Electronics,"Geochron's World Watch Time Piece is a screensaver for Windows.  You can know by a glance at your computer screen whether the rest of the world is open for business. World Watch displays the current time for any city in the world in an attractive graphical display, and you can even set it up as a Geochron World Watch Screen Saver. You can customize the display using various maps, user-defined cities, and map settings. The easy-to-read graphic tells you instantly which parts of the world are in sunlight and which are in the dark. Individual clocks across the bottom of your screen display local time for any locations you select.  International Daylight Savings Time adjusts automatically."
0786672641,Mel Bay Gig Savers: Killer Turnarounds,Visit Amazon's Corey Christiansen Page,Computers &amp; Accessories > Computer Accessories &amp; Peripherals > Electronics,"Corey Christiansen began playing the guitar at the age of five. He studied with his father, Mike Christiansen, (a seasoned performer, writer, and educator at Utah State University) until he finished his bachelor degree. While at Utah State University, Corey received many honors and awards including the outstanding music student award and outstanding guitarist. The Lionel Hampton Jazz Festival awarded Corey with outstanding big band guitarist in 1995 and outstanding solo guitarist in 1995 and 1996. Seeking a masters degree in jazz performance, Corey sought out renowned jazz guitar educator, Jack Petersen and began studies as a graduate teaching assistant at the University of South Florida. He received his masters degree in jazz performance in the spring of 1999. Jack Petersen retired that same year and Corey was hired to take his place as the adjunct guitar instructor. While teaching at the University of South Florida, Corey worked with the jazz guitar students and directed many of the jazz combos. Corey left USF to pursue a career at Mel Bay Publications, Inc. as their guitar editor. Corey has a musical background covering many styles of music including jazz, blues, classical, bluegrass, folk, rock and popular music. This quality has enabled him to perform in a number of different settings. As the guitar editor at Mel Bay Publications, Inc., Corey is available to do clinics on various guitar related subjects at schools and music stores around the country.  "
